IDs	length	Exptl.	resolution	R-factor	FreeRvalue
4KUCD	231	XRAY	2.79	0.24	0.29
5SUHA	238	XRAY	2.7	0.17	0.22
2A1LA	270	XRAY	2.18	0.21	0.26
5DXIA	302	XRAY	2	0.2	0.24
3Q46A	178	XRAY	0.99	0.11	0.12
2RBKA	261	XRAY	1	0.12	0.15
3MQLA	220	XRAY	3	0.2	0.23
5LZ1A	168	XRAY	2	0.22	0.25
2ENGA	210	XRAY	1.5	0.1	0.15
1N67A	359	XRAY	1.9	0.21	0.26
3M4RA	222	XRAY	2	0.19	0.23
3GC6A	247	XRAY	1.51	0.19	0.21
3M0DC	65	XRAY	2.8	0.2	0.25
4RHZB	126	XRAY	2.35	0.2	0.24
4BGPA	236	XRAY	1.8	0.18	0.2
4FZWC	274	XRAY	2.55	0.28	0.32
1JL3A	139	XRAY	1.6	0.23	0.24
3OZ6A	388	XRAY	2.37	0.23	0.26
3MIXA	382	XRAY	2.3	0.22	0.27
6F30A	749	XRAY	2.3	0.2	0.21
2NZCA	86	XRAY	1.95	0.21	0.26
5N5PB	87	XRAY	1.98	0.18	0.21
4I9BA	517	XRAY	1.9	0.18	0.21
4C9SA	282	XRAY	1.8	0.14	0.15
6CXMA	164	XRAY	2.65	0.2	0.25
3DHAA	254	XRAY	0.95	0.13	0.17
4RJ9A	165	XRAY	1.63	0.18	0.2
5MDNA	783	XRAY	2.8	0.25	0.29
2BL0B	145	XRAY	1.75	0.22	0.25
3DEMA	278	XRAY	2.3	0.22	0.24
1TO4A	156	XRAY	1.55	0.16	0.17
2Z8UA	188	XRAY	1.9	0.23	0.26
5HFIA	237	XRAY	1.8	0.2	0.24
4WJWA	77	XRAY	2.59	0.18	0.21
3RY9A	250	XRAY	1.95	0.18	0.22
4YZZA	367	XRAY	1.3	0.14	0.16
4ABMA	79	XRAY	1.8	0.23	0.28
2CBNA	306	XRAY	2.9	0.23	0.25
1O4UA	285	XRAY	2.5	0.22	0.27
2BJQA	345	XRAY	1.75	0.19	0.23
4JWXA	280	XRAY	1.5	0.16	0.2
1YMTA	246	XRAY	1.2	0.2	0.21
1S9UA	207	XRAY	1.38	0.16	0.18
3OFHA	89	XRAY	2.01	0.15	0.17
2I0FA	157	XRAY	2.22	0.24	0.29
2OK0H	216	XRAY	1.89	0.18	0.2
4E4RA	331	XRAY	1.44	0.13	0.18
5H5QA	169	XRAY	1.1	0.16	0.18
4CSOA	216	XRAY	2.6	0.19	0.24
1DC1A	323	XRAY	1.7	0.19	0.25
3C3IA	141	XRAY	3	0.2	0.26
5OGLA	713	XRAY	2.7	0.22	0.24
3IX9A	190	XRAY	1.95	0.24	0.27
2IP6A	112	XRAY	1.35	0.21	0.23
3D2WA	89	XRAY	1.65	0.21	0.24
3OBEA	305	XRAY	1.7	0.14	0.16
5UD6A	327	XRAY	2.4	0.21	0.26
3S1SA	878	XRAY	2.35	0.21	0.27
1NO1A	126	XRAY	2.4	0.21	0.23
2OVJA	201	XRAY	1.49	0.15	0.18
6FV5A	423	XRAY	2.18	0.17	0.21
2P8EA	307	XRAY	1.82	0.19	0.25
5MALA	234	XRAY	1.71	0.17	0.21
4MTSA	131	XRAY	1.8	0.17	0.2
4GJHA	178	XRAY	2.81	0.23	0.27
4I62A	269	XRAY	1.05	0.17	0.18
4NSPA	250	XRAY	2.3	0.21	0.27
5VEIA	110	XRAY	1.33	0.19	0.21
2YJZA	201	XRAY	2.2	0.2	0.24
2VQMA	413	XRAY	1.8	0.22	0.26
3SUMA	136	XRAY	1.87	0.17	0.22
5L0LA	215	XRAY	1.8	0.17	0.19
4R23A	482	XRAY	1.84	0.16	0.19
5LWFC	131	XRAY	2.56	0.22	0.24
3WI3A	292	XRAY	2.4	0.22	0.26
3CX5C	385	XRAY	1.9	0.24	0.26
2P0GA	105	XRAY	2.3	0.23	0.24
5CGZA	240	XRAY	2.1	0.15	0.17
3DZAA	191	XRAY	1.65	0.15	0.19
4GKBA	258	XRAY	1.5	0.15	0.17
4E98A	138	XRAY	2	0.2	0.25
1TIQA	180	XRAY	1.9	0.21	0.24
5J4SB	71	XRAY	2.1	0.19	0.24
4FDYA	313	XRAY	2.23	0.2	0.24
5V8WA	78	XRAY	2.1	0.17	0.22
3B1BA	377	XRAY	1.88	0.19	0.22
2EFEA	267	XRAY	2.08	0.23	0.28
3TQXA	399	XRAY	2.3	0.22	0.27
3U0RA	507	XRAY	2.5	0.22	0.24
5IP1A	279	XRAY	2.7	0.21	0.26
4X51A	162	XRAY	2.05	0.19	0.25
4OXIA	576	XRAY	2.26	0.17	0.19
5Y86A	588	XRAY	1.9	0.17	0.2
3GUZA	176	XRAY	1.67	0.19	0.25
3MAOA	105	XRAY	1.42	0.14	0.17
2YVAA	196	XRAY	1.85	0.18	0.21
2QZTA	111	XRAY	1.7	0.2	0.24
3HX3A	316	XRAY	1.69	0.17	0.18
3KD8A	399	XRAY	2.6	0.21	0.29
1VQOH	171	XRAY	2.2	0.21	0.25
2Y7LA	312	XRAY	1.49	0.2	0.22
4MYRA	147	XRAY	2.72	0.2	0.25
4I2ZA	961	XRAY	2.9	0.24	0.26
4KXLA	152	XRAY	1.69	0.18	0.21
1SVSA	353	XRAY	1.5	0.2	0.21
1IG5A	75	XRAY	1.5	0.2	0.28
5CI6A	370	XRAY	3	0.23	0.27
2P8GA	162	XRAY	1.36	0.13	0.15
4YDXA	67	XRAY	1.6	0.14	0.15
3UF7A	237	XRAY	1.2	0.14	0.16
3VRGA	141	XRAY	1.5	0.19	0.22
2F5YA	91	XRAY	2.39	0.22	0.26
5ANRC	44	XRAY	2.1	0.2	0.23
2BW0A	329	XRAY	1.7	0.17	0.2
1BXBA	387	XRAY	2.2	0.18	0.23
3QPDA	187	XRAY	1.57	0.16	0.18
4EOGA	480	XRAY	2.3	0.23	0.25
3QQYA	307	XRAY	2.4	0.19	0.24
4E2OA	454	XRAY	2.1	0.16	0.2
1NR4A	71	XRAY	1.72	0.24	0.24
1V1HA	103	XRAY	1.9	0.18	0.24
3H8DA	141	XRAY	2.2	0.19	0.25
1Z41A	338	XRAY	1.3	0.19	0.21
1AE9A	179	XRAY	1.9	0.2	0.23
5D8ZA	347	XRAY	2.7	0.18	0.24
4XLLA	188	XRAY	2.08	0.17	0.22
3KS6A	250	XRAY	1.8	0.17	0.2
4LMYA	163	XRAY	1.6	0.22	0.24
1S5DA	240	XRAY	1.75	0.16	0.19
3V2HA	281	XRAY	3	0.23	0.29
2F5XA	312	XRAY	1.72	0.14	0.17
3VIQA	122	XRAY	2.2	0.23	0.27
2EBOA	74	XRAY	1.9	0.2	0.27
1YWQA	200	XRAY	2.3	0.21	0.24
1WF3A	301	XRAY	1.88	0.2	0.23
4IRNA	416	XRAY	2.8	0.19	0.22
3RCNA	543	XRAY	2.51	0.18	0.23
5ERNA	349	XRAY	2.43	0.23	0.28
4C1UA	413	XRAY	2	0.16	0.2
4AXOA	151	XRAY	1	0.14	0.15
6FQCA	403	XRAY	1.67	0.17	0.19
5VF4A	385	XRAY	2.81	0.18	0.23
3OKSA	451	XRAY	1.8	0.13	0.16
3T9PA	388	XRAY	1.97	0.18	0.22
3KHNA	174	XRAY	2.03	0.19	0.25
2D5WA	603	XRAY	1.3	0.19	0.2
5NE41	211	XRAY	2.3	0.21	0.22
3FXHA	135	XRAY	1.84	0.19	0.24
4A02A	166	XRAY	0.95	0.1	0.12
1IUEA	98	XRAY	1.7	0.18	0.22
3LD9A	223	XRAY	2.15	0.19	0.23
1BG4A	302	XRAY	1.75	0.2	0.23
1TZ7A	505	XRAY	2.15	0.22	0.24
4YUUH1	67	XRAY	2.77	0.25	0.28
2Q45A	266	XRAY	2.1	0.23	0.29
3WD8A	405	XRAY	2.46	0.2	0.24
4RDQG	217	XRAY	2.85	0.22	0.23
2YX6A	121	XRAY	2	0.22	0.26
4IJAA	397	XRAY	2.1	0.19	0.23
4PMHA	366	XRAY	1.79	0.18	0.23
6HJ5A	165	XRAY	2.08	0.18	0.21
5B66X	40	XRAY	1.85	0.16	0.2
3PEYA	395	XRAY	1.4	0.16	0.18
4ACIA	191	XRAY	1.65	0.14	0.2
2CNTA	160	XRAY	2.4	0.19	0.22
3KV0A	209	XRAY	1.9	0.22	0.25
3BQ9A	460	XRAY	1.8	0.21	0.27
1RZHM	307	XRAY	1.8	0.23	0.23
2EKEC	106	XRAY	1.9	0.24	0.25
6CR2A	477	XRAY	2.38	0.22	0.23
6GDRA	297	XRAY	2.33	0.22	0.26
5HPSA	383	XRAY	2.05	0.21	0.27
2PKPA	170	XRAY	2.1	0.2	0.25
3NFGA	102	XRAY	2.51	0.2	0.24
5NBOA	272	XRAY	1.8	0.16	0.2
3B5QA	482	XRAY	2.4	0.15	0.21
1OI2A	366	XRAY	1.75	0.17	0.2
4P0DA	489	XRAY	1.9	0.21	0.25
4ONFH	222	XRAY	2	0.16	0.2
6GZJB	54	XRAY	1.98	0.19	0.23
1VD3A	217	XRAY	1.8	0.21	0.25
5NRMA	141	XRAY	1.4	0.18	0.2
1WFXA	186	XRAY	2.8	0.22	0.29
4DPOA	119	XRAY	2.73	0.24	0.28
6CTYA	372	XRAY	2.41	0.16	0.2
2JK6A	511	XRAY	2.95	0.24	0.26
1WWIA	148	XRAY	1.58	0.19	0.2
2CJSC	62	XRAY	1.78	0.18	0.22
1BEV2	248	XRAY	3	0.23	1
4LKRA	256	XRAY	2.4	0.17	0.2
4DU5A	336	XRAY	2.7	0.23	0.3
1G16A	170	XRAY	1.8	0.28	0.3
3EZIA	107	XRAY	1.7	0.19	0.24
5NWJA	262	XRAY	2.07	0.2	0.24
3EYKA	323	XRAY	2.5	0.2	0.25
2WE5A	310	XRAY	1.39	0.2	0.21
3F2BA	1041	XRAY	2.39	0.23	0.27
4IW9A	231	XRAY	1.76	0.16	0.2
5F1OB	163	XRAY	2.2	0.17	0.24
1NUIA	255	XRAY	2.9	0.24	0.28
1B2PA	119	XRAY	1.7	0.19	0.21
1Y93A	159	XRAY	1.03	0.16	0.17
3LTLA	211	XRAY	2.2	0.18	0.24
4PW1A	252	XRAY	2.1	0.17	0.2
3AL2A	235	XRAY	2	0.17	0.2
4EZCA	384	XRAY	2.36	0.2	0.23
2ZIBA	133	XRAY	1.34	0.13	0.16
4LA1A	602	XRAY	2.35	0.17	0.23
5WX4A	411	XRAY	2.2	0.18	0.22
3FPFA	298	XRAY	1.66	0.2	0.23
3D1NI	151	XRAY	2.51	0.21	0.27
1XL7A	612	XRAY	2	0.19	0.22
3CS5A	59	XRAY	2.2	0.25	0.35
4JDPA	287	XRAY	1.76	0.17	0.21
3NPDA	118	XRAY	1.6	0.16	0.2
2VY0A	264	XRAY	2.16	0.19	0.23
4O5OA	263	XRAY	1.4	0.14	0.17
3COGA	403	XRAY	2	0.16	0.2
4A8TA	339	XRAY	1.59	0.16	0.18
5OLTA	383	XRAY	1.45	0.13	0.16
1XPJA	126	XRAY	2.3	0.2	0.25
3DJ9A	107	XRAY	1.75	0.2	0.23
5ICEA	352	XRAY	1.6	0.16	0.2
5WTPA	125	XRAY	2.15	0.18	0.23
1WT9B	123	XRAY	2.01	0.2	0.23
6GVDA	575	XRAY	1.22	0.15	0.19
5C5HA	453	XRAY	2.4	0.2	0.25
3N05A	590	XRAY	2.35	0.23	0.27
4WHZA	385	XRAY	1.79	0.2	0.23
5YOFB	178	XRAY	1.51	0.19	0.2
3S5OA	307	XRAY	1.97	0.2	0.22
2HQVA	195	XRAY	2	0.24	0.27
1GU2A	124	XRAY	1.19	0.15	0.19
2YWBA	503	XRAY	2.1	0.23	0.27
3RI6A	430	XRAY	2.2	0.23	0.25
3FBSA	297	XRAY	2.15	0.19	0.24
3NTXA	341	XRAY	1.9	0.16	0.19
1MI1A	414	XRAY	2.9	0.23	0.26
1YHNB	65	XRAY	3	0.27	0.28
3EZJB	126	XRAY	2.8	0.19	0.24
1YWMA	200	XRAY	1.86	0.19	0.23
3RKOC	509	XRAY	3	0.23	0.28
3ICJA	534	XRAY	1.95	0.21	0.27
3UIAA	53	XRAY	2	0.21	0.25
2P8UA	478	XRAY	2	0.16	0.2
1EE6A	197	XRAY	2.3	0.19	0.23
1TRBA	320	XRAY	2	0.18	1
3GVFA	196	XRAY	1.75	0.17	0.18
5MRWC	187	XRAY	2.9	0.24	0.28
2DFAA	250	XRAY	1.9	0.21	0.23
3KH8A	332	XRAY	2	0.2	0.23
2VJWA	149	XRAY	2	0.21	0.25
2PCJA	224	XRAY	1.7	0.18	0.21
1C5DB	215	XRAY	2.4	0.2	0.3
1P35A	299	XRAY	2.2	0.2	0.26
1O6VA	466	XRAY	1.5	0.15	0.18
4HQAA	137	XRAY	1.96	0.2	0.24
1Q1RA	431	XRAY	1.91	0.21	0.24
4N0VA	224	XRAY	1.7	0.2	0.22
4CHGA	133	XRAY	2.1	0.17	0.2
5L8XB	173	XRAY	1.85	0.19	0.24
3MALA	199	XRAY	1.95	0.17	0.21
4BFRA	952	XRAY	2.8	0.26	0.28
1NZYA	269	XRAY	1.8	0.19	1
5UJ0A	145	XRAY	2.3	0.19	0.23
5ZLRA	380	XRAY	2	0.17	0.21
1W5RA	278	XRAY	1.45	0.2	0.22
2CH5A	347	XRAY	1.9	0.17	0.2
6GP3A	345	XRAY	1.23	0.15	0.16
2G30A	258	XRAY	1.6	0.22	0.24
3O5YA	165	XRAY	2.45	0.22	0.27
3V68A	252	XRAY	1.56	0.2	0.23
3NFTA	303	XRAY	1.51	0.16	0.2
3AJFA	94	XRAY	2	0.21	0.26
5DQQA	723	XRAY	2.87	0.3	0.34
1O5OA	221	XRAY	2.3	0.17	0.24
4RK9A	401	XRAY	2.15	0.2	0.27
2Y5NA	417	XRAY	1.62	0.12	0.19
2GW1A	514	XRAY	3	0.26	0.32
1VHCA	224	XRAY	1.89	0.22	0.26
5EWPA	252	XRAY	1.8	0.17	0.19
4W8PA	301	XRAY	1.5	0.22	0.24
5JLCA	515	XRAY	2.4	0.2	0.23
2IGPA	120	XRAY	1.8	0.2	0.23
4FAKA	163	XRAY	1.7	0.21	0.25
2WT7A	63	XRAY	2.3	0.23	0.26
2W5QA	424	XRAY	1.2	0.17	0.18
1FFVA	163	XRAY	2.25	0.21	0.24
5C50A	198	XRAY	1.63	0.18	0.2
4G6VA	176	XRAY	2.64	0.21	0.24
3MQTA	394	XRAY	2.1	0.19	0.21
3ES4A	116	XRAY	1.64	0.14	0.16
5W6AA	276	XRAY	1.74	0.16	0.2
3ZVKE	78	XRAY	2.5	0.17	0.22
1KORA	400	XRAY	1.95	0.23	0.25
3Q2IA	354	XRAY	1.5	0.2	0.24
3ZHIA	83	XRAY	1.6	0.14	0.18
4IYEA	66	XRAY	1.95	0.17	0.25
1N9LA	109	XRAY	1.9	0.23	0.25
1K2XB	143	XRAY	1.65	0.16	0.2
2YCDA	230	XRAY	1.4	0.17	0.19
5IR2A	222	XRAY	2.08	0.14	0.19
2HKJA	469	XRAY	2	0.17	0.21
1E6OH	219	XRAY	1.8	0.23	0.26
4L9MA	559	XRAY	3	0.23	0.27
1HLMA	159	XRAY	2.9	0.19	1
2F4PA	147	XRAY	1.9	0.16	0.22
5TP4A	431	XRAY	1.7	0.16	0.19
4IGVA	150	XRAY	1.5	0.17	0.2
2D5XB	146	XRAY	1.45	0.19	0.22
4J8EA	175	XRAY	2.6	0.19	0.25
5UWCG	288	XRAY	2.4	0.22	0.24
1PG5A	299	XRAY	2.6	0.2	0.24
2Q14A	410	XRAY	2.2	0.21	0.25
4GR6A	126	XRAY	2	0.17	0.2
3WT4A	429	XRAY	2.3	0.15	0.2
1Y9QA	192	XRAY	1.9	0.23	0.22
1QD1A	325	XRAY	1.7	0.19	0.21
4RGLA	343	XRAY	2.7	0.23	0.26
1LQYA	184	XRAY	1.9	0.16	0.24
2HDIB	113	XRAY	2.5	0.19	0.25
4UYIA	152	XRAY	1.86	0.18	0.19
1FDJA	363	XRAY	2.1	0.19	0.21
3EJWA	315	XRAY	1.8	0.17	0.21
4CVNE	137	XRAY	2.12	0.17	0.21
3SI9A	315	XRAY	2.1	0.19	0.23
1YFMA	488	XRAY	2.6	0.2	0.32
4FRUA	185	XRAY	1.1	0.12	0.14
2DS2B	72	XRAY	1.7	0.22	0.25
5K6DA	78	XRAY	1.14	0.17	0.17
3CQCB	227	XRAY	2.53	0.22	0.24
5UCBL	210	XRAY	1.52	0.14	0.17
3TJEF	156	XRAY	1.93	0.21	0.23
4YN3B	96	XRAY	1.95	0.18	0.22
1D1QA	161	XRAY	1.7	0.17	0.21
4YSLA	294	XRAY	1.46	0.18	0.2
1UXXX	133	XRAY	1.6	0.18	0.22
5UDNA	261	XRAY	1.97	0.2	0.22
4YL8B	43	XRAY	1.5	0.16	0.19
2YHFA	118	XRAY	1.9	0.22	0.27
4F52A	282	XRAY	3	0.22	0.29
2IHCA	124	XRAY	2.44	0.25	0.28
5VNAA	148	XRAY	2.1	0.18	0.22
3IT4A	199	XRAY	1.7	0.21	0.24
4H1ZA	412	XRAY	2.01	0.17	0.23
4MNUA	153	XRAY	1.9	0.18	0.22
1ZYNA	202	XRAY	2.3	0.2	0.26
3Q5TA	241	XRAY	2	0.24	0.29
4F2NA	230	XRAY	1.85	0.17	0.2
3HN7A	524	XRAY	1.65	0.16	0.19
5O33B	180	XRAY	1.64	0.21	0.24
4A25A	169	XRAY	2	0.2	0.23
4DMIA	176	XRAY	1.5	0.16	0.18
4J2UA	365	XRAY	2	0.19	0.24
5SWCA	239	XRAY	1.45	0.13	0.15
4FE3A	297	XRAY	1.74	0.17	0.22
1P5DX	463	XRAY	1.6	0.16	0.18
5J6YA	188	XRAY	1.03	0.16	0.16
4JOTA	279	XRAY	1.94	0.19	0.22
3PXXA	287	XRAY	2	0.17	0.21
4RZ3A	295	XRAY	1.9	0.22	0.26
3QLDA	388	XRAY	1.85	0.18	0.23
4QRNA	373	XRAY	1.07	0.14	0.15
3VQ2C	144	XRAY	2.48	0.22	0.27
1E5MA	416	XRAY	1.54	0.17	0.2
4BEGA	178	XRAY	1.42	0.15	0.2
4ZH0A	543	XRAY	1.91	0.19	0.23
5XC5A	176	XRAY	1.4	0.17	0.19
3RD7A	286	XRAY	1.95	0.17	0.2
3CBGA	232	XRAY	2	0.16	0.22
3TI9A	352	XRAY	1.8	0.16	0.21
1NRZA	164	XRAY	1.75	0.22	0.24
2DQWA	294	XRAY	1.65	0.21	0.24
5YHWA	524	XRAY	2.7	0.26	0.29
4RU0A	447	XRAY	2.44	0.18	0.21
4JQRA	229	XRAY	2.05	0.17	0.19
3CI3A	194	XRAY	1.11	0.16	0.18
3QFEA	318	XRAY	2.35	0.2	0.23
1WP8A	89	XRAY	2.2	0.21	0.27
4RG1A	313	XRAY	1.86	0.17	0.21
4R86A	304	XRAY	3	0.19	0.22
2WPGA	637	XRAY	1.9	0.16	0.21
3TXVA	450	XRAY	2.8	0.24	0.29
3T7VA	350	XRAY	1.5	0.13	0.17
1SF8A	126	XRAY	2.6	0.23	0.26
4DEYB	106	XRAY	1.95	0.2	0.23
1E5XA	486	XRAY	2.25	0.22	0.24
5VI4B	309	XRAY	2.79	0.21	0.27
4CYIA	438	XRAY	2.42	0.19	0.23
3G8YA	391	XRAY	1.9	0.17	0.21
3EO7A	511	XRAY	1.8	0.14	0.16
4XP9C	541	XRAY	2.8	0.21	0.24
4EXJA	238	XRAY	1.64	0.18	0.23
2PLJA	419	XRAY	1.7	0.18	0.21
6MBFA	291	XRAY	1.54	0.18	0.22
5H5NA	74	XRAY	2	0.21	0.25
3MJDA	232	XRAY	1.9	0.19	0.23
2VQGA	99	XRAY	1.82	0.2	0.21
4RK2A	400	XRAY	1.8	0.18	0.24
2IH3B	212	XRAY	1.72	0.23	0.24
3CXBB	112	XRAY	2.6	0.26	0.29
4U32X	55	XRAY	1.65	0.18	0.21
4IS4A	378	XRAY	2.35	0.18	0.22
5Y6TA	387	XRAY	1.7	0.13	0.17
1NH2D	121	XRAY	1.9	0.2	0.23
3BG4D	57	XRAY	2.5	0.19	0.24
5FOHA	223	XRAY	1.6	0.15	0.18
3ZN3A	291	XRAY	1.9	0.21	0.26
1YLDB	56	XRAY	1.7	0.19	0.22
6BK0A	467	XRAY	1.47	0.15	0.18
1TKSA	204	XRAY	1.6	0.19	0.22
4S1VA	332	XRAY	2.1	0.2	0.24
5B5XA	308	XRAY	2.51	0.22	0.28
3ZV4A	281	XRAY	1.8	0.19	0.23
4N5UA	117	XRAY	1.46	0.16	0.2
4M98A	208	XRAY	1.67	0.17	0.19
5DZEA	207	XRAY	0.97	0.12	0.14
1BTKA	169	XRAY	1.6	0.23	0.28
4NZ5A	419	XRAY	1.87	0.17	0.2
2DR1A	386	XRAY	1.9	0.18	0.2
4NJLA	131	XRAY	2.3	0.22	0.26
3SVTA	281	XRAY	2	0.18	0.22
5MC7A	147	XRAY	1.6	0.21	0.25
4KRIA	433	XRAY	1.72	0.18	0.21
4A2LA	795	XRAY	2.6	0.19	0.23
5WTRA	213	XRAY	2.2	0.21	0.23
2P0OA	372	XRAY	2.15	0.18	0.23
5N29A	273	XRAY	2.1	0.19	0.23
5OM2A	369	XRAY	1.47	0.17	0.2
2HTHB	140	XRAY	2.7	0.25	0.29
1MC2A	122	XRAY	0.85	0.1	0.12
5J34A	405	XRAY	1.83	0.17	0.18
3IIJA	180	XRAY	1.76	0.18	0.2
3CMYA	61	XRAY	1.95	0.17	0.21
1VZWA	244	XRAY	1.8	0.16	0.2
4EBRA	169	XRAY	2.7	0.22	0.25
4NG2E	113	XRAY	2.41	0.23	0.28
1G2FC	90	XRAY	2	0.23	0.26
1Q0RA	298	XRAY	1.45	0.17	0.19
4DZRA	215	XRAY	2.55	0.21	0.27
4F0ZC	43	XRAY	1.7	0.16	0.18
2I1SA	188	XRAY	2.3	0.2	0.24
3SL9C	55	XRAY	2.2	0.2	0.25
5MZVC	330	XRAY	2.8	0.21	0.25
2BOYA	254	XRAY	1.9	0.18	0.22
2H21A	440	XRAY	2.45	0.25	0.29
5BZ3A	385	XRAY	2.3	0.21	0.22
5HRJA	109	XRAY	1.8	0.21	0.25
5KOBA	185	XRAY	1.6	0.17	0.19
2GANA	190	XRAY	2.1	0.21	0.25
3HSLX	309	XRAY	2.8	0.27	0.3
6BK5A	349	XRAY	2.4	0.17	0.21
2I46A	161	XRAY	2.7	0.21	0.25
3MMHA	167	XRAY	1.25	0.12	0.16
4Z55A	339	XRAY	1.55	0.18	0.21
4UVJA	406	XRAY	2.1	0.19	0.25
2NXOA	291	XRAY	2.04	0.26	0.28
5EJ0A	237	XRAY	1.9	0.2	0.24
3O8OB	766	XRAY	2.9	0.26	0.31
3QPQD	223	XRAY	1.9	0.2	0.26
1U5UA	374	XRAY	2	0.21	0.24
6FOAA	751	XRAY	1.87	0.2	0.22
2W5VA	375	XRAY	1.78	0.16	0.2
6F5ZC	61	XRAY	1.35	0.19	0.21
4CYMD	203	XRAY	2.8	0.2	0.25
2W2JA	291	XRAY	1.6	0.2	0.23
3C6KA	381	XRAY	1.95	0.2	0.26
4O65A	166	XRAY	1.8	0.18	0.23
2VZ4A	108	XRAY	2.9	0.24	0.27
5VT6A	269	XRAY	1.7	0.14	0.17
1VDDA	228	XRAY	2.5	0.23	0.3
5WLFA	62	XRAY	1.4	0.14	0.16
4V1JA	142	XRAY	1.43	0.14	0.18
5B6KA	366	XRAY	1.7	0.17	0.19
3RFIA	108	XRAY	1.9	0.19	0.25
3HJEA	704	XRAY	1.9	0.17	0.21
2UVDA	246	XRAY	2.4	0.18	0.23
2V24A	208	XRAY	2.2	0.21	0.26
3U6PA	273	XRAY	1.6	0.19	0.2
6ET0B	283	XRAY	1.53	0.14	0.16
3D32A	119	XRAY	1.3	0.18	0.2
2A50A	73	XRAY	1.3	0.15	0.18
4JQUB	54	XRAY	1.81	0.19	0.23
5VC2A	424	XRAY	1.9	0.17	0.2
4WQKA	178	XRAY	1.48	0.16	0.2
5V7PA	288	XRAY	2.3	0.22	0.25
2AR1A	172	XRAY	1.6	0.19	0.23
5U8JA	175	XRAY	2.52	0.22	0.27
3O6CA	260	XRAY	1.87	0.14	0.17
3FCDA	134	XRAY	1.92	0.23	0.28
2YG5A	453	XRAY	1.9	0.2	0.24
6CK9G	463	XRAY	2.71	0.25	0.29
1HXIA	121	XRAY	1.6	0.19	0.22
1WC2A	181	XRAY	1.2	0.15	0.16
2HLVA	160	XRAY	1.65	0.19	0.21
5KVEH	116	XRAY	1.7	0.19	0.21
2VOCA	112	XRAY	1.5	0.19	0.24
3RUVA	543	XRAY	2.24	0.17	0.22
3ELKA	117	XRAY	1.7	0.2	0.24
3LQHA	183	XRAY	1.72	0.21	0.23
6D42A	42	XRAY	1.75	0.26	0.32
4ILOA	257	XRAY	2.12	0.2	0.24
1V5DA	386	XRAY	1.5	0.17	0.19
3LQYA	190	XRAY	1.75	0.21	0.24
4Y0AA	179	XRAY	1.91	0.19	0.23
3KSED	98	XRAY	1.71	0.16	0.2
3DJMA	116	XRAY	2.51	0.21	0.23
3C0UA	183	XRAY	2.7	0.21	0.23
4AANA	341	XRAY	1.22	0.15	0.17
5NNPC	62	XRAY	2.6	0.16	0.22
3D01A	165	XRAY	1.7	0.18	0.21
2R91A	286	XRAY	2	0.19	0.21
4N5MA	270	XRAY	1.34	0.17	0.19
3CAFA	100	XRAY	1.96	0.19	0.28
3MABA	93	XRAY	1.42	0.17	0.21
3RNLA	311	XRAY	1.75	0.16	0.18
3G89A	249	XRAY	1.5	0.18	0.21
4JDFA	353	XRAY	1.69	0.19	0.23
4ZYEA	164	XRAY	1.85	0.16	0.18
1MZJA	339	XRAY	2.1	0.22	0.25
5UCLA	89	XRAY	2.35	0.22	0.25
4LN0C	58	XRAY	2.9	0.19	0.25
3QJGA	175	XRAY	2.04	0.21	0.26
3F9TA	397	XRAY	2.11	0.16	0.19
3MZZA	103	XRAY	2	0.16	0.2
1VC9A	126	XRAY	2.3	0.22	0.25
5IZ2A	144	XRAY	2.02	0.17	0.2
3Q48A	257	XRAY	2.5	0.2	0.26
1YF2A	425	XRAY	2.4	0.24	0.28
4C4KO	98	XRAY	1.95	0.17	0.21
2XENA	91	XRAY	2.2	0.17	0.22
4TR2A	663	XRAY	2.7	0.2	0.24
3QA9A	149	XRAY	1.9	0.21	0.24
1U9YA	284	XRAY	2.65	0.22	0.24
5MUMA	432	XRAY	1.8	0.15	0.19
3A16A	373	XRAY	1.6	0.25	0.27
2V73A	191	XRAY	2.2	0.23	0.31
3SZ6A	121	XRAY	1.8	0.21	0.23
1I3JA	116	XRAY	2.2	0.21	0.25
3PUTA	166	XRAY	1.83	0.18	0.22
2P18A	311	XRAY	1.8	0.25	0.2
3H96A	143	XRAY	2	0.19	0.26
1LO4H	220	XRAY	2.4	0.24	0.31
1VKBA	161	XRAY	1.9	0.14	0.17
4Y7UA	231	XRAY	1.7	0.23	0.26
4NAOA	326	XRAY	1.65	0.16	0.18
1I58A	189	XRAY	1.6	0.22	0.26
1JB3A	131	XRAY	1.6	0.2	0.24
1EJAB	59	XRAY	2.7	0.19	0.25
4TS5A	210	XRAY	2.4	0.19	0.24
1WQJB	80	XRAY	1.6	0.19	0.26
5FAFA	119	XRAY	1.05	0.13	0.17
4F2DA	500	XRAY	2.3	0.21	0.26
3PCTA	260	XRAY	1.85	0.21	0.27
5L6GA	497	XRAY	1.79	0.17	0.21
1KF6B	243	XRAY	2.7	0.23	0.28
5V5WA	230	XRAY	2.72	0.22	0.26
5DFTA	101	XRAY	2.5	0.2	0.25
4JRYD	201	XRAY	2.8	0.2	0.23
4ZM6A	858	XRAY	2.8	0.23	0.25
3A04A	372	XRAY	1.97	0.18	0.23
3N2TA	348	XRAY	2	0.19	0.23
1XFPA	142	XRAY	1.5	0.2	0.22
